compound_name,Canonical Smile,Predicted pIC50,standard_value,Bioactivity
"(20R)-1alpha,11alpha-Oxy-5beta-pregnane-3alpha,20-diol diacetate",CC(C1CCC2C1(CC3C4C2CCC5C4(C(O3)CC(C5)OC(=O)C)C)C)OC(=O)C,4.9498334,11224.489729685696,inactive
"20,20'-[21H,23H-Porphyrin-5,15-diylbis[(4,1-phenylene)[(4R)-5beta-[(1R)-1,2-dimethylpropyl]-1,3,2-dioxaborolane-2,4alpha-diyl]]]bis[(20S)-2alpha,3alpha-dihydroxy-7-oxa-B-homo-5alpha-pregnane-6-one]",B1(OC(C(O1)C(C)C(C)C)C(C)C2CCC3C2(CCC4C3COC(=O)C5C4(CC(C(C5)O)O)C)C)C6=CC=C(C=C6)C7=C8C=CC(=CC9=NC(=C(C1=NC(=CC2=CC=C7N2)C=C1)C1=CC=C(C=C1)B1OC(C(O1)C(C)C(C)C)C(C)C1CCC2C1(CCC1C2COC(=O)C2C1(CC(C(C2)O)O)C)C)C=C9)N8,5.218698,6043.687152086996,intermediate
3alpha-Hydroxy-20-oxo-5alpha-pregnane-21-yl hemisuccinate,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)COC(=O)CCC(=O)O)C)O,4.290614,51213.66683423844,inactive
"Acetic acid (17R)-2alpha,3alpha,15alpha-trihydroxy-5alpha-pregnane-20-yl ester",CC(C1CC(C2C1(CCC3C2CCC4C3(CC(C(C4)O)O)C)C)O)OC(=O)C,4.2965727,50515.80926090644,inactive
"(20S)-3beta,6alpha-Bis(tert-butyldimethylsiloxy)-15beta-(methoxymethoxy)-20-acetoxy-5alpha-pregnane",CC(C1CC(C2C1(CCC3C2CC(C4C3(CCC(C4)O[Si](C)(C)C(C)(C)C)C)O[Si](C)(C)C(C)(C)C)C)OCOC)OC(=O)C,4.7425632,18089.924417716466,inactive
"(17S,20R)-3beta-(3-O-Methyl-2,6-dideoxy-beta-D-allopyranosyloxy)-5alpha-pregnane-8beta,12beta,14beta,17,20-pentaol 12-benzoate",CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4(C3CC(C5(C4(CCC5(C(C)O)O)O)C)OC(=O)C6=CC=CC=C6)O)C)OC)O,7.327133,47.08329208392976,active
"3-[4-O-[4-O-[4-O-[4-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]-beta-D-glucopyranosyl]-beta-D-glucopyranosyl]-alpha-L-rhamnopyranosyloxy]-3',4',5',6'-tetrahydro-5',20-dimethylspiro[16,21-epoxy-pregnane-21,2'-[2H]pyran]",CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)C)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)OC2C(C(C(C(O2)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)O)O)O)O)C)C)C)OC1,4.7089515,19545.5784001,inactive
"(17alpha)-3beta-[3-O-Methyl-4-O-[3-O-methyl-4-O-(beta-D-glucopyranosyl)-6-deoxy-beta-D-allopyranosyl]-2,6-dideoxy-beta-D-arabino-hexopyranosyloxy]-20-oxo-8,14beta-epoxy-5alpha-pregnane-11alpha,12beta-diol 11-acetate 12-benzoate",CC1C(C(CC(O1)OC2CCC3(C(C2)CCC45C3C(C(C6(C4(O5)CCC6C(=O)C)C)OC(=O)C7=CC=CC=C7)OC(=O)C)C)OC)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC)O,5.3708634,4257.322620764734,intermediate
3beta-[(2-O-beta-D-Glucopyranosyl-beta-D-galactopyranosyl)oxy]-5beta-pregnane-20-one,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C,4.6014295,25036.322521845734,inactive
D4 Pregnane,CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.459183,34738.9577059199,inactive
"7alpha-Benzoyloxy-11alpha-[(R)-tetrahydro-2H-pyran-2-yl]oxy-5beta-pregnane-3,20-dione",CC(=O)C1CCC2C1(CC(C3C2C(CC4C3(CCC(=O)C4)C)OC(=O)C5=CC=CC=C5)OC6CCCCO6)C,5.2553997,5553.928648060193,intermediate
"(17alpha)-3beta-[4-O-(3-O-Methyl-6-deoxy-beta-D-allopyranosyl)-3-O-methyl-2,6-dideoxy-beta-D-glucopyranosyloxy]-11alpha-acetoxy-12beta-(2-methylbutyryloxy)-8beta,14beta-epoxy-5alpha-pregnane-20-one",CCC(C)C(=O)OC1C(C2C3(CCC(CC3CCC24C5(C1(C(CC5)C(=O)C)C)O4)OC6CC(C(C(O6)C)OC7C(C(C(C(O7)C)O)OC)O)OC)C)OC(=O)C,5.288831,5142.434467995381,intermediate
"(20R)-3beta-[4-O-[4-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]-3-O-methyl-beta-D-galactopyranosyloxy]-15alpha-(benzoyloxy)-5alpha-pregnane-14beta,20-diol",CC(C1CC(C2(C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)O)OC)O)C)C)O)OC(=O)C8=CC=CC=C8)O,6.011941,972.8794812228076,active
"Pregnane-3,20-diol, (3a,5a,20S)-",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
"Pregnane-3,16-dione",CCC1C(=O)CC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,4.264763,54354.702315260525,inactive
"Pregnane-3,12-diol",CCC1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,4.4309754,37070.16873428759,inactive
"Pregnane-3,14,20-triol",CC(C1CCC2(C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"Pregnane-3,20,21-triol",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(CO)O)C)O,4.5235906,29950.869528572683,inactive
Pregnane 18-carboxylic acid,CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)CC(=O)O,4.670221,21368.751474188808,inactive
"Pregnane-3,20-diol disulphate",CC(C1CCC2C1(CCC3C2CCC4C3(C5(C6(C(C4)O)OS(=O)(=O)O6)OS(=O)(=O)O5)C)C)O,4.730893,18582.61653094545,inactive
"5alpha-Pregnane-3beta,11beta,21-triol",CC12CCC(CC1CCC3C2C(CC4(C3CCC4CCO)C)O)O,4.241919,57290.28191255645,inactive
"2beta,21-Dibromo-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC12CC(C(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CBr)C)O)Br,4.6521072,22278.849577500343,inactive
"21-Formyl-3alpha-(tetrahydropyran-2xi-yloxy)-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CC=O)C)OC5CCCCO5,4.0569587,87708.42747621708,inactive
"(2beta,3alpha,5alpha)-3-Hydroxy-2-(cis-2,6-dimethyl-4-morpholinyl)pregnane-11,20-dione 2-hydroxy-1,2,3-propanetricarboxylate",CC1CN(CC(O1)C)C2CC3(C(CCC4C3C(=O)CC5(C4CCC5C(=O)C)C)CC2O)C.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,5.2472434,5659.220238688358,intermediate
(20S)-20-(5-Methyl-2-furanyl)-5alpha-pregnane-3beta-ol,CC1=CC=C(O1)C(C)C2CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C,5.263773,5447.8737615289065,intermediate
(20S)-20-Phenyl-5alpha-pregnane-3beta-ol,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C5=CC=CC=C5,4.734296,18437.59007239497,inactive
"3beta-[3-Methoxy-4-(3-O-methyl-6-deoxy-beta-D-allopyranosyloxy)-5-hydroxyhexanoyloxy]-11alpha-(2-methylbutyryloxy)-12beta-acetoxy-8beta,14beta-epoxy-5alpha-pregnane-20-one",CCC(C)C(=O)OC1C2C3(CCC(CC3CCC24C5(O4)CCC(C5(C1OC(=O)C)C)C(=O)C)OC(=O)CC(C(C(C)O)OC6C(C(C(C(O6)C)O)OC)O)OC)C,4.9681273,10761.498496067026,inactive
"(20R)-3alpha,6alpha,17alpha,20,21-Pentahydroxy-5beta-pregnane-11-one",CC12CCC(CC1C(CC3C2C(=O)CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
5-beta-Pregnane,CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.459183,34738.9577059199,inactive
"5beta-Pregnane-3alpha,12alpha-diol-20-one diacetate",CC(=O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C,4.916473,12120.682865168585,inactive
"5beta-Pregnane-3beta,9alpha-diol-20-one 3-acetate",CC(=O)C1CCC2C1(CCC3(C2CCC4C3(CCC(C4)OC(=O)C)C)O)C,4.9913464,10201.255869566923,inactive
"5A-pregnane-3,20-dione, 5,11a-dihydroxy-6b-methyl-(6ci,8ci)",CC1CC2C3CCC(C3(CC(C2C4(C1(CC(=O)CC4)O)C)O)C)C(=O)C,5.1148314,7676.593649445781,intermediate
"12alpha-Hydroxy-5alpha-pregnane, trimethylsilyl ether",CCC1CCC2C1(C(CC3C2CCC4C3(CCCC4)C)O[Si](C)(C)C)C,4.459183,34738.9577059199,inactive
"12alpha-Hydroxy-5alpha-pregnane, methoxyacetate (ester)",CCC1CCC2C1(C(CC3C2CCC4C3(CCCC4)C)OC(=O)COC)C,5.42984,3716.720577336732,intermediate
"5-alpha-Pregnane-20-alpha,21-diol, bis-TMS",CC12CCCCC1CCC3C2CCC4(C3CCC4C(CO[Si](C)(C)C)O[Si](C)(C)C)C,4.581255,26226.784085499017,inactive
"(17alpha)-3beta-[3-O-Methyl-4-O-[4-O-[4-O-[3-O-methyl-4-O-beta-D-glucopyranosyl-2,6-dideoxy-beta-D-arabino-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyloxy]-8,14beta-dihydroxy-12beta-(3-phenylacryloyloxy)-5alpha-pregnane-20-one",CC1C(C(CC(O1)OC2C(OC(CC2OC)OC3CCC4(C(C3)CCC5(C4CC(C6(C5(CCC6C(=O)C)O)C)OC(=O)C=CC7=CC=CC=C7)O)C)C)O)OC8CC(C(C(O8)C)OC9CC(C(C(O9)C)OC1C(C(C(C(O1)CO)O)O)O)OC)O,6.7916994,161.54762980418698,active
(20S)-20-(tert-Butyldimethylsiloxymethyl)-7alpha-hydroxy-5alpha-pregnane-3-one,CC(CO[Si](C)(C)C(C)(C)C)C1CCC2C1(CCC3C2C(CC4C3(CCC(=O)C4)C)O)C,4.1668086,68106.94417935044,inactive
"Acetic acid 5-cyano-6beta,19-[2,2-dioxo-1-aza-2-thia(VI)-3-oxapropane-1,3-diyl]-20-oxo-5alpha-pregnane-3beta-yl ester",CC(=O)C1CCC2C1(CCC3C2CC4C5(C3(CCC(C5)OC(=O)C)COS(=O)(=O)N4)C#N)C,4.875387,13323.330716095064,inactive
3alpha-Hydroxy-3-(methoxymethyl)-21-bromo-5alpha-pregnane-20-one,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CBr)C)(COC)O,4.5569367,27737.24094542369,inactive
"(17S)-3beta-[3-O-Methyl-4-O-[3-O-methyl-4-O-[3-O-methyl-4-O-(3-O-methyl-6-deoxy-beta-D-glucopyranosyl)-2,6-dideoxy-beta-D-ribo-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyloxy]-8,14beta,17-trihydroxy-12beta-(benzoyloxy)-5,6alpha-epoxy-5alpha-pregnane-20-one",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4C(OC(CC4OC)OC5CCC6(C7CC(C8(C(CCC8(C7(CC9C6(C5)O9)O)O)(C(=O)C)O)C)OC(=O)C1=CC=CC=C1)C)C)C)C)O)OC)O,7.2134356,61.1736438234596,active
(20R)-3beta-(Methylsulfonyloxy)-7-oxo-6-aza-5alpha-pregnane-20-ol benzoate,CC(C1CCC2C1(CCC3C2C(=O)NC4C3(CCC(C4)OS(=O)(=O)C)C)C)OC(=O)C5=CC=CC=C5,6.8064895,156.13869037960583,active
"6beta-Methoxy-3alpha,5-cyclo-5alpha-pregnane-21-oic acid ethyl ester",CCOC(=O)CC1CCC2C1(CCC3C2CC(C45C3(CCC4C5)C)OC)C,3.7928317,161127.00726355464,inactive
"21-Acetyloxy-3alpha,17alpha-dihydroxy-5alpha-pregnane-11,20-dione",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)O,4.3210173,47751.02899217756,inactive
"3alpha,17-Dihydroxy-11,20-dioxo-5alpha-pregnane-21-yl beta-D-glucopyranosiduronic acid",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)COC5C(C(C(C(O5)C(=O)O)O)O)O)O)C)O,4.1388493,72635.80291503323,inactive
"3beta-Hydroxy-5beta,6beta-epoxy-B-nor-5beta-pregnane-20-one",CC(=O)C1CCC2C1(CCC3C2C4C5(C3(CCC(C5)O)C)O4)C,4.4126954,38663.80503118829,inactive
"Pregnane-3a,12a-diol-20-one diacetate",CC(=O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C,4.916473,12120.682865168585,inactive
20-Hydroxy-5a-pregnane-3-one,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O,4.2427387,57182.25478242772,inactive
"2beta-[(2R)-2-Ethylmorpholino]-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCC1CN(CCO1)C2CC3(C(CCC4C3C(=O)CC5(C4CCC5C(=O)C)C)CC2O)C,4.9423795,11418.801551142707,inactive
"2beta-Ethoxy-3alpha-hydroxy-21-morpholinoacetylthio-5alpha-pregnane-11,20-dione",CCOC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)CSC(=O)CN5CCOCC5)C)CC1O)C,4.399633,39844.37962260156,inactive
"20-Oxo-5alpha-pregnane-3alpha,7alpha-diol 3-sulfate7-acetate",CC(=O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)OC(=O)C)C,5.290603,5121.496015119408,intermediate
"17-HO-20-Oxo-5-pregnane-3,21-diyl 21-acetate 3-(D-glucuronide acetate ME ester)",CC(=O)OCC(=NNC(=O)N)C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)C)C)O,4.0611486,86866.3066050939,inactive
"21-Acetoxy-4alpha-bromo-17alpha-hydroxy-5alpha-pregnane-3,11,20-trione",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4Br)C)C)O,4.775123,16783.281567428403,inactive
"20-Oxo-5alpha-pregnane-3alpha,11beta,17,21-tetraol 21-sulfate",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)COS(=O)(=O)O)O)C)O)O,4.759914,17381.453009223456,inactive
"5-(2-Pyrrolyl)-5alpha-pregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4(C3(CCC(=O)C4)C)C5=CC=CN5)C,4.8180127,15205.03014902079,inactive
"5-(1H-Indole-3-yl)-5alpha-pregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4(C3(CCC(=O)C4)C)C5=CNC6=CC=CC=C65)C,4.2383246,57766.40726918746,inactive
"3alpha-Hydroxy-C-homo-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CCC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.93269,11676.423986545096,inactive
"Pregnane-3,21-diol",CC12CCC(CC1CCC3C2CCC4(C3CCC4CCO)C)O,4.241919,57290.28191255645,inactive
(20S)-20-Methyl-21-[3-(4-aminobutylamino)propylcarbamoyloxy]-5beta-pregnane-3alpha-ol,CC(COC(=O)NCCCNCCCCN)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.498137,31758.720908745625,inactive
"3alpha-Acetoxy-2beta-ethoxy-5alpha-pregnane-11,20-dione",CCOC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1OC(=O)C)C,5.0788918,8338.890016172934,intermediate
"3alpha-Hydroxy-2beta-toluene-p-sulphonyloxy-5alpha-pregnane-11,20-dione",CC1=CC=C(C=C1)S(=O)(=O)OC2CC3(C(CCC4C3C(=O)CC5(C4CCC5C(=O)C)C)CC2O)C,5.0205727,9537.34159035585,intermediate
"2beta-Ethoxy-3alpha-hydroxy-21-morpholino-5alpha-pregnane-11,20-dione Citrate",CCOC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)CN5CCOCC5)C)CC1O)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,4.25731,55295.53780425411,inactive
"21-Formyl-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CC=O)C)O,4.5387707,28922.06676594528,inactive
"11beta-Chloroacetoxy-5alpha-pregnane-3,20-dione",CC(=O)C1CCC2C1(CC(C3C2CCC4C3(CCC(=O)C4)C)OC(=O)CCl)C,4.399224,39881.932629415234,inactive
"5beta-Pregnane-3alpha, 21-diol-20-one, MO TMS",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C)O[Si](C)(C)C,4.407178,39158.14181482233,inactive
"5beta-Pregnane-3alpha,11beta,20alpha-triol, EO-TMS",CC(C1CCC2C1(CC(C3C2CCC4C3CCC(C4)O[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,4.485128,32724.428753533884,inactive
"(9beta,10alpha)-5-Methyl-19-nor-5beta-pregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4(C3CCC(=O)C4)C)C,3.9867601,103095.53591465292,inactive
"3,21-Diacetoxy-5-bromo-6,19-epoxy-5alpha-pregnane-20-one",CC(=O)OCC(=O)C1CCC2C1(CCC3C2CC4C5(C3(CCC(C5)OC(=O)C)CO4)Br)C,5.3924956,4050.460187839119,intermediate
"(20R)-7-Nor-5alpha-pregnane-3beta,20-diol 20-benzoate",CC(C1CCC2C1(CCC3C2CC4C3(CCC(C4)O)C)C)OC(=O)C5=CC=CC=C5,4.843853,14326.727587673144,inactive
"3alpha,11beta,17alpha,21-Tetrahydroxy-5beta-pregnane-20-oneoxime",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=NO)CO)O)C)O)O,4.166085,68220.5527028956,inactive
"(20S)-6beta-Methoxy-16beta-(formyloxy)-17-hydroxy-3alpha,5-cyclo-5alpha-pregnane-20-carboxylic acid methyl ester",CC(C(=O)OC)C1(C(CC2C1(CCC3C2CC(C45C3(CCC4C5)C)OC)C)OC=O)O,3.942857,114062.52279955467,inactive
"11beta,21-Bis(trimethylsiloxy)-5alpha-pregnane-3,20-dione bis(O-methyl oxime)",CC12CCC(=NOC)CC1CCC3C2C(CC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C)O[Si](C)(C)C,4.5766377,26507.10235595988,inactive
"17,21-[(Butylboranediyl)bis(oxy)]-5beta-pregnane-3,20-dione",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)CCCC,4.044746,90209.87435072886,inactive
"6beta-Methoxy-3beta,5-cyclo-5alpha-pregnane-20-carbaldehyde",CC(C=O)C1CCC2C1(CCC3C2CC(C45C3(CCC4C5)C)OC)C,3.9066668,123974.75089399578,inactive
"17,21-[(Methylboranediyl)bisoxy]-5beta-pregnane-3,20-dione",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)C,3.8019538,157777.91310015554,inactive
"3alpha,11beta,17alpha-Trihydroxy-20-oxo-5beta-pregnane-21-yl beta-D-glucopyranosiduronic acid",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)COC5C(C(C(C(O5)C(=O)O)O)O)O)O)C)O)O,4.1388493,72635.80291503323,inactive
"7-Aza-5alpha-pregnane-3,6,20-trione",CC(=O)C1CCC2C1(CCC3C2NC(=O)C4C3(CCC(=O)C4)C)C,4.2545137,55652.70261538394,inactive
"3beta-(Benzoyloxy)-14beta,21-dihydroxy-5beta-pregnane-20-one",CC12CCC(CC1CCC3C2CCC4(C3(CCC4C(=O)CO)O)C)OC(=O)C5=CC=CC=C5,6.1641817,685.2014774159716,active
"3beta,6alpha,15beta-Tris(methoxymethoxy)pregnane-21-al",CC12CCC(CC1C(CC3C2CCC4(C3C(CC4CC=O)OCOC)C)OCOC)OCOC,3.8508391,140981.08933838492,inactive
"16alpha,17alpha-Tetramethylene-5beta-pregnane-3,20-dione",CC(=O)C12CCCCC1CC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C,3.0933352,806612.3149802963,inactive
11alpha-Trimethylsilyloxy-5alpha-pregnane,CCC1CCC2C1(CC(C3C2CCC4C3(CCCC4)C)O[Si](C)(C)C)C,4.2650867,54314.19524815321,inactive
"(20R)-3beta-[[4-O-[4-O-(6-Deoxy-3-O-methyl-beta-D-allopyranosyl)-2,6-dideoxy-3-O-methyl-beta-D-allopyranosyl]-2,6-dideoxy-3-O-methyl-beta-D-allopyranosyl]oxy]-5alpha-pregnane-12beta,14beta,20-triol 12-benzoate",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C(C)O)O)C)OC(=O)C8=CC=CC=C8)C)C)C)O)OC)O,7.5196567,30.22340159023637,active
(20R)-20-Azido-5beta-pregnane-3alpha-ol,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)N=[N+]=[N-],4.5490947,28242.64213165215,inactive
"(20S)-3beta,20-Dimethoxy-16beta-methyl-5alpha-pregnane-17-ol",CC1CC2C3CCC4CC(CCC4(C3CCC2(C1(C(C)OC)O)C)C)OC,4.8568625,13903.926233527509,inactive
"3alpha,18,21-Trihydroxy-5beta-pregnane-20-one",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CO)CO)O,4.613358,24358.019803089413,inactive
"17,21-[(Phenylboranediyl)bisoxy]-5beta-pregnane-3,20-dione",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)C6=CC=CC=C6,4.4079275,39090.61353976351,inactive
3alpha-(Benzoyloxy)-19-hydroxy-6-thia-5alpha-pregnane-20-one,CC(=O)C1CCC2C1(CCC3C2CSC4C3(CCC(C4)OC(=O)C5=CC=CC=C5)CO)C,5.900823,1256.541636036102,intermediate
"(20R)-5beta-Pregnane-3alpha,11alpha,20-triol 3,20-diacetate",CC(C1CCC2C1(CC(C3C2CCC4C3(CCC(C4)OC(=O)C)C)O)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"3-[4-O-[4-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]-beta-D-glucopyranosyloxy]-3',4',5',6'-tetrahydro-5',20-dimethylspiro[16,21-epoxy-pregnane-21,2'-[2H]pyran]-15-ol",CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,4.7857733,16376.712418738278,inactive
"Pregnane-3,11,17,20-tetrol",CC(C1(CCC2C1(CC(C3C2CCC4C3(CCC(C4)O)C)O)C)O)O,4.5779104,26429.53831538944,inactive
"Pregnane-16,20-diol",CC(C1C(CC2C1(CCC3C2CCC4C3(CCCC4)C)C)O)O,4.7784214,16656.30243996989,inactive
"Pregnane-3,8,12,14,20-pentol",CC(C1CCC2(C1(C(CC3C2(CCC4C3(CCC(C4)O)C)O)O)C)O)O,4.786427,16352.079088653943,inactive
"(20s)-3beta,16beta,20-Trihydroxy-5alpha-pregnane-20-carboxylic acid",CC12CCC(CC1CCC3C2CCC4(C3CC(C4C(C)(C(=O)O)O)O)C)O,4.385238,41187.15834265101,inactive
(20S)-20-(4-Methoxyphenyl)-5alpha-pregnane-3beta-ol,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C5=CC=C(C=C5)OC,4.7145348,19295.90891813708,inactive
"(20S)-3alpha,6beta,17,20,21-Pentahydroxy-5beta-pregnane-11-one",CC12CCC(CC1C(CC3C2C(=O)CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
"3beta-(tert-Butyldimethylsilyloxy)-21,21-difluoro(21-2H)-5alpha-pregnane-20-one",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)C(F)F)C)O[Si](C)(C)C(C)(C)C,5.0746365,8420.997543187716,intermediate
"Pregnane-2,4-diol, 3-amino-20-(dimethylamino)-, 4-benzoate, (2beta,3beta,4beta,5alpha,20S)-",CC(C1CCC2C1(CCC3C2CCC4C3(CC(C(C4OC(=O)C5=CC=CC=C5)N)O)C)C)N(C)C,6.1655335,683.0719590384048,active
Hydroxydione-21-succinate,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)COC(=O)CCC(=O)O)C,3.9988441,100266.49953160992,inactive
"Dispiro[1,3-dioxolane-2,3'-pregnane-20',2''-[1,3]dioxolane]-5'-ene-11'alpha-ol acetate",CC(=O)OC1CC2(C(CCC2C3(OCCO3)C)C4C1C5(CCC6(CC5=CC4)OCCO6)C)C,4.2440486,57010.04772564949,inactive
"5beta-Pregnane-3alpha,17alpha,20alpha-triol, (3,20-O)-diTMSi",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O)O[Si](C)(C)C,4.3891764,40815.35998743012,inactive
"20-(4-Methylcyclohexyl)pregnane-3,16-diol",CC1CCC(CC1)C(C)C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)O,5.311904,4876.363214478371,intermediate
"5-beta,14-beta,17-alpha-Pregnane-3-beta,14,21-triol, 20-oxo-, 3,21-diacetate",CC(=O)OCC(=O)C1CCC2(C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O,4.9913464,10201.255869566923,inactive
"5beta-Pregnane-3alpha,17alpha,20alpha-triol, (3,17-O)-diTMSi, (20-O)-TBDMSi",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O[Si](C)(C)C)O[Si](C)(C)C(C)(C)C,4.4155874,38407.193616551456,inactive
"5-alpha-Pregnane-17-alpha,20-alpha-diol, bis-TMS",CC(C1(CCC2C1(CCC3C2CCC4C3(CCCC4)C)C)O[Si](C)(C)C)O[Si](C)(C)C,4.4819326,32966.083925391154,inactive
"5-alpha-Pregnane-20-alpha,21-diol",CC12CCCCC1CCC3C2CCC4(C3CCC4C(CO)O)C,4.671809,21290.742309007164,inactive
"5-alpha-Pregnane-20-beta,21-diol, diacetate",CC(=O)OCC(C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C)OC(=O)C,4.780364,16581.963828101347,inactive
"3alpha,17alpha,20alpha,21-tetrahydroxy-5beta-Pregnane-11-one",C1CC2C3CCC(C3CC(=O)C2C4C1CC(CC4)O)(C(CO)O)O,4.9440646,11374.580348299602,inactive
