canonical_smiles,standard_value,pIC50
CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccn2)c1C(=O)NCc1ccccc1.[Na+],3.7,8.43
O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1-c1ccc(F)cc1)C1CC1)CC(O)=O,4.1,8.39
O[C@H](C[C@H](O)\C=C\C(C#N)=C(c1ccc(F)cc1)c1ccc(F)cc1)CC([O-])=O,8000.0,5.1
CC(C)c1c(CCC(O)C[C@@H](O)CC([O-])=O)c(cn1-c1ccccc1)-c1ccc(F)cc1,3.0,8.52
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(cn1C1CCCCC1)-c1ccc(F)cc1,9.0,8.05
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1cccnc1,3400.0,5.47
CC(C)c1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1CC[C@H]1C[C@H](O)CC(=O)O1,35.0,7.46
CC(C)c1ccc(Sc2c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)cnc3c(F)c(F)c(F)cc23)cc1,3210.0,5.49
Cn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccccc1)c1ccccc1.[Na+],190.0,6.72
CC[C@H](C)C(=O)OCc1ccccc1CCC(=O)C[C@@H](O)CC(=O)O,320000.0,3.49
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccc(C)cc1)-c1ccc(F)cc1,15.0,7.82
Cc1cc(C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)c(C)c2)c1.[Na+],52.0,7.28
O=C1C[C@H](O)C[C@@H](/C=C/c2ccc(Br)c3ccccc23)O1,4000.0,5.4
CCCCCCCCCC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,295.0,6.53
CC(C)CC(c1ccc(F)cc1)c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC([O-])=O,140.0,6.85
CCCCCOc1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,1000.0,6.0
CC(C)c1c(C(=O)N(C)Cc2ccccc2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,5.2,8.28
CC[C@H](C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C\C,4.0,8.4
COc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,12.0,7.92
CC(C)c1cc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],3.0,8.52
C/C=C/[C@@H]1C[C@H](OC(=O)C(C)(C)CC)[C@@H]2[C@@H](/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,100.0,7.0
O=C1C[C@H](O)C[C@@H](C=C2c3ccccc3C=Cc3ccccc32)O1,1600.0,5.8
CC(CCc1ccc2sc3ccccc3c2c1)CC(O)=O,70000.0,4.15
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1,7.0,8.15
O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(CCOc1ccc(F)cc1)c1ccc(F)cc1.[Na+],150.0,6.82
Cc1cc(C)cc(-c2cc(-c3ccc(F)cc3)c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)c(C(C)C)n2)c1,8.0,8.1
CO[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H]12,2810.0,5.55
CC(C)c1c(CCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+],3.0,8.52
COc1cccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4cccc(OC)c4)c3cc2Sc2cccc(OC)c2)c1,15370.0,4.81
CN(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,9.0,8.05
Cc1nc(C)c(\C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(n1)-c1ccc(Cl)cc1,1000.0,6.0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccccc1Cl)CCC2.[Na+],95.0,7.02
CC(C)c1c(S(=O)(=O)Nc2cccc(C(N)=O)c2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],18.0,7.74
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,12.0,7.92
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,27.0,7.57
Cc1cc(C)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(-c2ccc(Cl)c(Cl)c2)c1,8.0,8.1
COCCOCOc1cc(Cl)cc(Cl)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,11000.0,4.96
Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)c(C)c1,7.0,8.15
Cc1ccc(C(=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c2nnnn2C)c2ccc(C)cc2F)c(F)c1,580.0,6.24
CCC(C)C(=O)O[C@H]1C[C@@H](C)C[C@@H]2C=CC[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1500.0,5.82
Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)cc1.[Na+],1.9,8.72
Cc1cccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,4.9,8.31
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)c3cc(Cl)ccc23)O1,33.0,7.48
CC(C)c1cc(-c2ccncc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,310.0,6.51
CCC(C)(CC)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,1.4,8.85
N#Cc1ccc(COc2cc(Cl)cc(Cl)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)cc1,2000.0,5.7
CCOC(=O)c1c(c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c1-c1ccc(F)cc1)-c1ccccc1,50.0,7.3
CC(C)c1c(C(=O)N2CCC[C@H](c3ccccc3)C2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O,2.1,8.68
CCC(C)(C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C\C,3.0,8.52
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccccc1)-c1ccc(F)cc1,5.9,8.23
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],3.9,8.41
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)CC2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,13.0,7.89
CC(C)CC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,5.4,8.27
COc1ccc(-c2nc(C(F)(F)F)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)cc1.[Na+],68.0,7.17
CC(C)(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,7.0,8.15
CC(C)c1nc(C(C)(C)C)cc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.0,9.0
CC(CCc1ccc(S(=O)(=O)c2ccccc2)cc1)CC(=O)O,40000.0,4.4
CC(C)c1c(C(=O)N(C)[C@H](C)c2ccccc2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,21.0,7.68
Cc1cc(-c2ccc(F)cc2)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)n1.[Na+],7.7,8.11
CCc1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,40.0,7.4
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(F)c1)-c1ccc(F)cc1,4.1,8.39
CCCCCOc1cc(Cl)cc(Cl)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,1000.0,6.0
O[C@H](CCn1c(nc(c1-c1ccc(F)cc1)-c1cccc(Cl)c1)C(F)(F)F)C[C@@H](O)CC([O-])=O,17.0,7.77
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCCCc1ccccc1,1450.0,5.84
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(nc(cc1-c1ccc(F)cc1)-c1ccccc1)C1CCCCC1,30.0,7.52
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N(C)C,6.1,8.21
CCc1c(nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(=O)NCc1ccccc1,123.0,6.91
CC(C)c1c(S(=O)(=O)Nc2cccc(O)c2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],9.4,8.03
CC(C)c1ccc(Sc2cc3ncc(\C=C\[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4ccc(cc4)C(C)C)c3cc2F)cc1,10600.0,4.97
Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,2.5,8.6
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1ccc(Cl)cc1Cl,21900.0,4.66
Cc1cc(C)cc(-c2cc(C)cc(C)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c1,15.0,7.82
CC(C)c1c(C(=O)N2CCCCC2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,47.0,7.33
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(c1ccon1)S(C)(=O)=O,33.0,7.48
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(C)c1)-c1ccc(F)cc1,37.0,7.43
CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,3.0,8.52
CC(C)c1c(O)c(C(C)C)c(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC([O-])=O)c1C(C)C,20.0,7.7
C[C@@H]1C[C@H](OC(=O)C=C(C)C)C2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,27.0,7.57
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2cccc(F)c2)c1C1CC1.[Na+],1.2,8.92
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N1CCCC1c1ccccc1)-c1ccc(F)cc1,7.3,8.14
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccc[n+]([O-])c2)O1,122000.0,3.91
Cc1ccc(-c2cccc(C(F)(F)F)c2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1500.0,5.82
CC(C)c1sc(CO)c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,325.0,6.49
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(c1ccn(C)n1)S(C)(=O)=O,3.7,8.43
O[C@H](C[C@H](O)\C=C\c1c2CCCC(Cc3cccc4ccccc34)c2nn1-c1ccc(F)cc1)CC([O-])=O,28.0,7.55
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CCC(O)C[C@@H](O)CC(O)=O)C12,13.0,7.89
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(CCCc1ccccc1)CCC2.[Na+],160.0,6.8
Cc1nc2ccccc2c(-c2ccccc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],1000.0,6.0
COc1cccc(c1)-c1c(nc(n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(F)(F)F)-c1ccc(F)cc1,135.0,6.87
Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],100.0,7.0
COC(=O)C[C@H](O)C[C@H](O)\C=C\n1c(cc(c1-c1ccccc1)-c1ccc(F)cc1)C(C)C,25.0,7.6
O=C1C[C@H](O)C[C@@H](CCc2c(Cl)cc(Cl)cc2OCc2ccc(F)cc2)O1,76.0,7.12
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)C(=O)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,59.0,7.23
Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+],250.0,6.6
COc1ccc2nc(C(C)C)c(\C=C\[C@@H]3C[C@@H](O)CC(=O)O3)c(-c3ccc(F)cc3)c2c1,53.0,7.28
[Na+].CC(C)c1nc(C)cc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,7.7,8.11
CC(C)c1cc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,4.0,8.4
CC(C)(C)c1ccc(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1600.0,5.8
CCC(C)C(=O)O[C@H]1C[C@@H](C)C[C@@H]2C=C[C@H](C(C)C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1000.0,6.0
CC(CCOc1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)CC(C)(C)C,38000.0,4.42
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,13.0,7.89
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2F)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],9.0,8.05
O=C([O-])C[C@H](O)CC(O)COc1cc(OCc2ccc(F)cc2)c(Cl)cc1Cl.[Na+],260.0,6.59
Cc1ccc(cc1)C(=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1nnnn1C)c1ccc(C)cc1,1300.0,5.89
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,10.0,8.0
COC(=O)c1c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c(c1C(=O)OC)-c1ccc(F)cc1,180.0,6.74
O=C([O-])C[C@H](O)CC(O)COc1c(CCCOc2ccc(F)cc2)cc(Cl)cc1C1CCCC1.[Na+],1000.0,6.0
Cc1ccc(C(=C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c2nnnn2C)c2ccc(C)cc2C)c(C)c1.[Na+],1600.0,5.8
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1-c1cccc(F)c1,70.0,7.15
CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.0,8.7
[Na+].C[C@H](CC(O)CC(O)CC([O-])=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](OC(=O)C(C)(C)C)[C@]12C,12300.0,4.91
CC(CCc1ccc2c(c1)-c1ccccc1CC2)CC(=O)O,10000.0,5.0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(C/C=C/c1ccccc1)CCC2.[Na+],82.0,7.09
CCC(C)(C)C(=O)O[C@H]1C[C@](C)(CSc2ccccc2)O[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,6.0,8.22
Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(\C=C\c2ccc(Cl)cc2)c1,630.0,6.2
CC(C)c1nc(Nc2ccon2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.3,8.64
COc1cc(CN(C)C(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)cc(OC)c1,43.0,7.37
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2-c2ccc(Cl)cc2)O1,36.0,7.44
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2OCc2cccc(F)c2)O1,210.0,6.68
CC(C)c1c(C(=O)N(C)Cc2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O,6.2,8.21
CCCCCCCCCCCCCCCCCC(O)(CC(O)=O)CC(O)=O,100000.0,4.0
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCCOc2ccc(Cl)cc2)O1,1000.0,6.0
CC(C)c1ccc(Sc2ccc3c(Sc4ccc(C(C)C)cc4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2)cc1,15750.0,4.8
CCc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc(CC)c1F.[Na+],100.0,7.0
C=CCOc1cc(Cl)cc(Cl)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,760.0,6.12
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)ccc3ccccc23)O1,1510.0,5.82
O=C1C[C@H](O)C[C@@H](CCn2c(-c3ccc(F)cc3)ccc2C2CC2)O1,2200.0,5.66
CCC/C(C)=C/[C@@H]1C[C@H](OC(=O)C(C)(C)CC)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,8.0,8.1
CC[C@H](C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,13.0,7.89
CC(C)c1c(C(=O)N(C)CC2CCCCC2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,6.2,8.21
Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1cc(C)c(F)c(C)c1,10.0,8.0
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2Oc2ccccc2)O1,330.0,6.48
CC(=O)[O-].CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c(C(C)C)c(O)c1-c1ccc(F)cc1.[Na+].[Na+],4.0,8.4
O[C@@H]1C[C@@H](CCc2c(Cl)cc(Cl)cc2OCc2ccccc2)OC(=O)C1,200.0,6.7
COc1ccc(OC2C[C@H](O)C[C@@H](CCn3c(C(C)C)c(C(=O)Nc4ccccc4)c(c3-c3ccc(F)cc3)-c3ccccc3)O2)c(OC)c1,1.0,9.0
CN(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,350.0,6.46
Cc1nc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(n1)-c1ccc(Cl)cc1,600.0,6.22
CCC\C(C)=C\[C@@H]1C[C@H](OC(=O)C(C)(C)CC)[C@H]2[C@H](C1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,8.0,8.1
COCCOCc1sc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1,206.0,6.69
O=C1C[C@H](O)C[C@@H](/C=C/c2cccc(Cl)c2Cl)O1,64400.0,4.19
C[C@@H]1C[C@H](OC(C)=O)C2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,269.0,6.57
CCC(CC)(c1ccc(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)C(C)C)c1ccccc1F,7400.0,5.13
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2-c2cccc(F)c2)O1,70.0,7.15
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21.[NaH],9.2,8.04
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(OCc2ccc(F)cc2)cc1Cl,670.0,6.17
CCCCCCCCCCCCCC(O)(CC(=O)O)CC(=O)O,50000.0,4.3
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccco2)O1,600.0,6.22
[Na+].CC(C)c1cc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1,3.0,8.52
CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.0,9.0
O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(=O)C1CCCCC1.[Na+],190.0,6.72
CN(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,350.0,6.46
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,4.3,8.37
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],3.0,8.52
CCC(CC)(c1ccccc1)c1ccc(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)-c1ccc(F)cc1,150.0,6.82
CCC(C)(C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](\C=C\[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C\C,100.0,7.0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(Cl)cc1)CCC2.[Na+],140.0,6.85
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(OC2CCCCC2)O1,1.0,9.0
O=C1C[C@H](O)CC(CCc2c(O)cc(Cl)cc2Cl)O1,7900.0,5.1
COc1cccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)c1.[Na+],1.2,8.92
COc1cccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,21.0,7.68
CC(C)(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,18.0,7.74
COc1cccc(c1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,50.0,7.3
Cn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],300000.0,3.52
CCC(C)(C)C(=O)O[C@H]1C[C@@H](/C=C/Cc2ccccc2)C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,20.0,7.7
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CCCC[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],110.0,6.96
CN(C)S(=O)(=O)c1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2C2CC2)cc1,4.9,8.31
CC(C)c1sc(-c2ccccc2)c(-c2cccc(F)c2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],49.0,7.31
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)[C@H](C)c1ccccc1)-c1ccc(F)cc1,21.0,7.68
O[C@H](C[C@H](O)\C=C\c1c2CCCc2nn1-c1ccc(F)cc1)CC([O-])=O,11000.0,4.96
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2ccc(F)cc2)c1-c1cccc(Br)c1,69.0,7.16
COc1ccc(cc1)-c1sc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1,6.3,8.2
C[C@@H]1C[C@H](OC(=O)Cc2ccccc2)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,19.0,7.72
O[C@H](C[C@H](O)\C=C\c1c2CCc3ccccc3-c2nn1-c1ccc(F)cc1)CC([O-])=O,9400.0,5.03
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,3.0,8.52
COc1ccc(OC2C[C@H](O)C[C@H](O2)\C=C\c2c(nc(nc2-c2ccc(F)cc2)N(C)S(C)(=O)=O)C(C)C)c(OC)c1,2.0,8.7
Cc1cc(Cl)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)c(C)c2)c2ccc(F)c(C)c2)c1.[Na+],270.0,6.57
COC1C[C@@H](C[C@H](O1)\C=C\c1c(nc(nc1-c1ccc(F)cc1)N(C)S(C)(=O)=O)C(C)C)OC(=O)c1cccnc1,1.0,9.0
CCCCCCCCCCCCCCCC1(O)CC(=O)OC(=O)C1,250000.0,3.6
